"","siteIDScheme","media","NSamples","minValue","meanValue","maxValue","sd","pH","TSS","TDS","Cu","Zn","conductivity"
"279","ksm001MonitoringSite","borehole",4,0.024,0.027,0.031,0.002,-6,26,1016,0,0,0
"280","ksm001MonitoringSite","Tap",3,3.1,6.666,9.25,3.19,-3,15,1069,2,1,1
"281","ksm001MonitoringSite","river",1,5.0333,5.0333,5.0333,NA,-1,10,1101,3,0,0
"282","ksm001MonitoringSite","borehole",10,26.571,40.075,51.5,8.548,6,8,1083,0,2,4
"283","ksm001MonitoringSite","river",2,0.002576,0.097888,0.1932,0.104,-6,28,967,0,1,0
"284","ksm001MonitoringSite","borehole",9,0.0322,0.31556,0.966,0.243,-2,13,929,1,3,1
"285","ksm001MonitoringSite","Tap",2,0.014168,0.065688,0.11592,0.055,-2,10,939,3,3,5
"286","ksm001MonitoringSite","Tap",2,4.85,7.262,9.675,3.411,3,1,908,1,1,5
"287","ksm001MonitoringSite","Tap",4,68.75,73.294,82,6.095,2,15,1073,3,1,5
"288","ksm001MonitoringSite","borehole",4,0.02,0.033,0.05,0.013,3,15,997,1,2,0
"289","ksm001MonitoringSite","vendor",3,0.010304,0.280784,0.805,0.351,2,19,979,1,2,0
"290","ksm001MonitoringSite","river",2,0.001288,0.002576,0.002576,0,5,27,1017,1,2,2
"291","ksm001MonitoringSite","vendor",4,0.028336,0.054096,0.112056,0.03,3,5,959,3,1,2
"292","ksm001MonitoringSite","vendor",1,0.1297016,0.1297016,0.1297016,NA,3,6,1064,1,1,0
"293","ksm001MonitoringSite","Tap",3,0.005,0.005,0.006,0,0,26,957,0,0,4
"294","ksm001MonitoringSite","river",3,4.62,6.015,7.275,1.332,-5,19,1081,0,1,3
"295","ksm001MonitoringSite","river",3,0.021,0.031,0.039,0.008,-4,26,918,0,3,0
"296","ksm001MonitoringSite","vendor",2,66.666,81.5,96.333,20.977,-4,21,1053,3,3,0
"297","ksm001MonitoringSite","Tap",4,86,91,94,3.4641,-1,18,1030,0,3,4
"298","ksm001MonitoringSite","river",15,53,88.1333,98,11.6181,6,22,982,0,1,1
"299","ksm001MonitoringSite","Tap",2,5.89,6.705,7.52,1.152,4,6,942,0,1,1
"300","ksm001MonitoringSite","vendor",5,69,78.314,85.5,7.517,2,5,961,2,1,1
"301","ksm002MonitoringSite","Tap",2,2.6,4.1,5.6,2.121,5,29,941,3,3,5
"302","ksm002MonitoringSite","river",1,0.022,0.022,0.022,0,-3,28,1041,1,0,5
"303","ksm001MonitoringSite","river",4,4,7.15,9.566,2.316,-1,17,1089,3,1,2
"304","ksm001MonitoringSite","Tap",4,65.875,75.218,84.5,10.717,-2,17,975,1,2,5
"305","ksm001MonitoringSite","borehole",2,11.4,11.85,12.3,0.6364,6,10,901,1,0,0
"306","ksm001MonitoringSite","river",2,0.013,0.014,0.015,0.0014,-1,13,1041,2,2,1
"307","ksm001MonitoringSite","vendor",1,5.34,5.34,5.34,NA,-7,13,1057,1,1,4
"308","ksm001MonitoringSite","vendor",2,0.010304,0.01288,0.016744,0.003,0,7,1069,2,3,5
"309","ksm001MonitoringSite","Tap",2,73.214,75.464,77.714,3.182,1,30,942,3,0,4
"310","ksm001MonitoringSite","Tap",2,97.5,98,98.5,0.707,-5,9,1031,1,0,3
"311","ksm001MonitoringSite","vendor",2,82.615,82.961,83.307,0.489,7,16,992,3,1,3
"312","ksm001MonitoringSite","Tap",2,0.0428904,0.0557704,0.0686504,0.0141,1,16,1084,3,3,2
"313","ksm001MonitoringSite","vendor",8,46.5,73,91,13.461,-6,20,961,3,3,5
"314","ksm001MonitoringSite","Tap",10,5.025,9.21,12.86,2.40846,0,16,1057,0,3,2
"315","ksm001MonitoringSite","vendor",2,0.01,0.011,0.013,0.002,-6,18,1103,3,0,0
"316","ksm001MonitoringSite","borehole",1,10.1,10.1,10.1,NA,0,6,1109,1,2,0
"317","ksm001MonitoringSite","river",7,0.001288,0.007728,0.015456,0.00375,-7,10,1018,2,2,1
"318","ksm001MonitoringSite","river",4,4.483,6.762,8.566,2.009,-5,22,1053,2,0,5
"319","ksm001MonitoringSite","river",3,11.8143,12.1181,12.34,0.2723,0,26,974,3,1,1
"320","ksm001MonitoringSite","vendor",2,47.25,50.062,52.875,3.977,-7,25,1022,2,3,0
"321","ksm001MonitoringSite","vendor",1,7.933,7.933,7.933,NA,4,4,1001,0,0,1
"322","ksm001MonitoringSite","Tap",2,3.5,5.37,7.24,2.644,5,26,962,3,2,0
"323","ksm001MonitoringSite","vendor",1,37,37,37,NA,0,23,999,3,2,0
"324","ksm001MonitoringSite","Tap",2,65.888,71.175,76.461,7.476,-7,27,936,3,3,1
"325","ksm001MonitoringSite","vendor",1,4.95,4.95,4.95,0,-3,19,921,3,1,0
"326","ksm001MonitoringSite","borehole",2,0.016,0.019,0.022,0.0042,-4,5,1003,3,1,0
"327","ksm001MonitoringSite","Tap",1,0.015,0.015,0.015,NA,3,16,1109,1,0,5
"328","ksm001MonitoringSite","Tap",2,0.008,0.009,0.009,0,3,25,1006,0,2,2
"329","ksm001MonitoringSite","vendor",2,0.002576,0.003864,0.003864,0.001,-1,14,931,0,2,2
"330","ksm001MonitoringSite","Tap",3,54.5,73.9,86,16.971,-1,5,1090,1,3,1
"331","ksm001MonitoringSite","river",5,0.004,0.0055,0.0067,0.001,-2,8,987,0,1,0
"332","ksm001MonitoringSite","vendor",12,5.06,7.573,9.36,1.349,2,10,1100,1,0,1
"333","ksm001MonitoringSite","river",1,0.0209944,0.0209944,0.0209944,0,-5,10,1107,2,1,2
"334","ksm001MonitoringSite","borehole",1,8.55,8.55,8.55,NA,-2,12,983,2,0,0
"335","ksm001MonitoringSite","Tap",4,0.006,0.008,0.01,0.001,1,1,947,0,0,4
"336","ksm001MonitoringSite","borehole",2,0.008,0.009,0.009,0,-7,11,988,2,0,2
"337","ksm001MonitoringSite","borehole",24,50,75.6042,93,10.9435,1,27,1067,1,1,4
"338","ksm001MonitoringSite","vendor",2,0.003864,0.007728,0.010304,0.003,7,5,995,3,0,5
"339","ksm001MonitoringSite","vendor",2,6.966,8.116,9.266,1.626,5,23,1018,0,0,4
"340","ksm001MonitoringSite","river",8,0.013,0.021,0.03,0.005,3,10,1024,1,1,0
"341","ksm001MonitoringSite","river",2,0.011,0.011,0.011,0,7,15,1007,0,3,3
"342","ksm001MonitoringSite","borehole",4,0.014,0.016,0.018,0.001,-6,30,962,2,2,4
"343","ksm001MonitoringSite","vendor",2,0.007,0.008,0.009,0.001,-1,26,1005,1,1,2
"344","ksm001MonitoringSite","river",2,55.5,60.875,66.25,7.601,-3,15,1039,1,0,1
"345","ksm001MonitoringSite","Tap",2,0.01288,0.01288,0.014168,0,-4,4,905,0,3,5
"346","ksm001MonitoringSite","Tap",1,0.010304,0.010304,0.010304,NA,-5,24,962,2,1,1
"347","ksm001MonitoringSite","vendor",7,39.666,58.223,79.5,14.487,0,14,941,0,1,4
"348","ksm001MonitoringSite","borehole",8,0.003,0.004,0.005,0,1,1,1090,2,3,5
"349","ksm001MonitoringSite","Tap",3,0.015,0.02,0.023,0.004,-7,27,970,1,0,5
"350","ksm001MonitoringSite","borehole",4,0.002576,0.014168,0.027048,0.007,-6,2,959,2,0,1
"351","ksm001MonitoringSite","vendor",2,9.458,9.662,9.866,0.288,-6,16,1019,3,3,1
"352","ksm001MonitoringSite","Tap",11,0.001288,0.043792,0.18032,0.051,5,19,927,0,1,3
"353","ksm001MonitoringSite","Tap",2,0.001288,0.00644,0.011592,0.005,1,18,967,0,2,4
"354","ksm001MonitoringSite","river",1,0.0133,0.0133,0.0133,0,-4,8,899,3,2,2
"355","ksm001MonitoringSite","river",3,64.8,72.711,80,7.619,4,7,1003,0,3,1
"356","ksm001MonitoringSite","vendor",2,0.0104,0.0112,0.012,0.0011,-4,27,1024,0,2,3
"357","ksm001MonitoringSite","river",1,41.5,41.5,41.5,NA,6,9,1095,3,3,5
"358","ksm001MonitoringSite","borehole",5,7.362,8.655,10.237,1.089,-7,16,1015,2,2,3
"359","ksm001MonitoringSite","Tap",2,0.007,0.008,0.008,0,3,1,950,3,1,3
"360","ksm001MonitoringSite","Tap",2,0.036,0.038,0.04,0.002,4,13,1018,2,0,4
"361","ksm001MonitoringSite","vendor",3,9.4,10.25,11,0.804,-3,26,1081,3,2,5
"362","ksm001MonitoringSite","borehole",2,0.003,0.003,0.004,0.001,-2,6,1056,1,2,2
"363","ksm001MonitoringSite","Tap",2,7.67,9.085,10.5,2.001,-3,26,1054,3,3,4
"364","ksm001MonitoringSite","vendor",2,1.89,2.08,2.27,0.268700576850888,-2,9,1046,3,3,5
"365","ksm002MonitoringSite","borehole",2,71.8,73.55,75.3,2.474,-3,13,911,3,1,3
"366","ksm001MonitoringSite","Tap",2,65,72.9375,80.875,11.2253,-2,7,967,1,2,2
"367","ksm001MonitoringSite","vendor",1,62.125,62.125,62.125,NA,7,10,1103,0,3,0
"368","ksm001MonitoringSite","borehole",12,5.85,8.122,10.566,1.427,-3,5,1082,1,0,5
"369","ksm001MonitoringSite","Tap",8,0.016,0.022,0.032,0.005,-1,10,1090,0,2,1
"370","ksm001MonitoringSite","vendor",2,0.001288,0.024472,0.046368,0.024,-6,1,1000,1,2,5
"371","ksm001MonitoringSite","Tap",2,72.875,78.8125,84.75,8.3969,-4,7,1051,1,0,1
"372","ksm001MonitoringSite","Tap",1,8.166,8.166,8.166,NA,-3,9,910,0,3,5
"373","ksm001MonitoringSite","river",1,0.006,0.006,0.006,NA,1,5,1075,3,2,2
"374","ksm001MonitoringSite","borehole",1,4.28,4.28,4.28,0,-7,6,983,0,0,2
"375","ksm001MonitoringSite","Tap",2,17.333,47.333,77.333,42.426,5,3,1066,1,3,2
"376","ksm001MonitoringSite","Tap",1,11.4,11.4,11.4,0,-4,3,1053,2,3,0
"377","ksm002MonitoringSite","river",4,6.9333,8.5083,9.5,1.1647,0,29,983,0,1,5
"378","ksm001MonitoringSite","borehole",2,0.00644,0.011592,0.015456,0.004,-4,24,935,0,1,1
"379","ksm001MonitoringSite","borehole",2,78.583,82.25,85.916,5.185,-7,12,1042,3,3,3
"380","ksm001MonitoringSite","borehole",5,0.04,0.068,0.137,0.039,-2,27,1028,3,2,1
"381","ksm001MonitoringSite","river",2,0.002,0.003,0.005,0.002,1,8,1068,2,0,3
"382","ksm001MonitoringSite","borehole",2,55.875,65.687,75.5,13.877,3,29,945,2,2,5
"383","ksm002MonitoringSite","river",12,8,10.1633,12.75,1.69417,-3,23,1061,0,0,5
"384","ksm001MonitoringSite","vendor",3,0.009,0.01,0.011,0.001,5,28,1088,3,2,0
"385","ksm001MonitoringSite","river",5,0.008,0.01,0.012,0.001,-6,27,923,2,0,4
"386","ksm001MonitoringSite","river",2,0.020608,0.023184,0.027048,0.003,7,18,954,3,0,2
"387","ksm001MonitoringSite","river",2,0.02,0.0218,0.0237,0.0026,-5,16,1050,2,3,4
"388","ksm001MonitoringSite","vendor",4,44,56.875,73,13.193,4,14,924,3,3,3
"389","ksm001MonitoringSite","borehole",3,7.58,8.06,8.76,0.62,2,20,921,2,1,2
"390","ksm001MonitoringSite","borehole",4,0.073416,0.499744,0.847504,0.248,-2,4,1012,3,2,5
"391","ksm001MonitoringSite","vendor",4,0.0036064,0.0069552,0.013524,0.0035,6,4,1079,1,1,3
"392","ksm001MonitoringSite","borehole",2,6.8,7.716,8.633,1.296,5,6,935,0,2,3
"393","ksm001MonitoringSite","Tap",1,11.12,11.12,11.12,0,1,10,973,3,0,2
"394","ksm001MonitoringSite","river",6,30.571,45.127,70.666,15.568,-6,22,1016,2,2,5
"395","ksm002MonitoringSite","vendor",1,90,90,90,NA,-6,15,946,2,1,4
"396","ksm001MonitoringSite","vendor",2,0.003,0.003,0.003,0,-2,10,975,3,1,4
"397","ksm001MonitoringSite","river",3,0.010304,0.02576,0.043792,0.013,4,25,974,2,0,4
"398","ksm001MonitoringSite","vendor",1,0.0042504,0.0042504,0.0042504,NA,-1,9,1100,0,3,1
"399","ksm001MonitoringSite","vendor",1,9.2,9.2,9.2,0,0,14,1071,0,0,1
"400","ksm001MonitoringSite","river",2,0.014,0.018,0.022,0.005,-5,18,977,0,1,1
"401","ksm001MonitoringSite","Tap",1,4.52,4.52,4.52,NA,-7,7,963,0,1,1
"402","ksm001MonitoringSite","Tap",2,0.011592,0.027048,0.043792,0.017,7,15,971,0,2,5
"403","ksm001MonitoringSite","vendor",2,46.5,49.15,51.8,3.747,-5,30,945,3,2,1
"404","ksm001MonitoringSite","Tap",4,0.002576,0.009016,0.029624,0.01005,-3,24,1054,1,1,3
"405","ksm001MonitoringSite","Tap",1,0.0058,0.0058,0.0058,0,0,20,919,3,1,2
"406","ksm001MonitoringSite","vendor",7,8.5,45.964,91,33.84,-5,30,942,0,2,3
"407","ksm001MonitoringSite","Tap",2,0.009,0.011,0.013,0.002,-5,2,1026,3,1,1
"408","ksm001MonitoringSite","vendor",1,9.2375,9.2375,9.2375,NA,5,25,913,0,0,3
"409","ksm001MonitoringSite","vendor",6,0.005,0.0083,0.0155,0.0037,-6,25,943,0,0,4
"410","ksm001MonitoringSite","borehole",1,32.666,32.666,32.666,NA,-5,30,1002,2,2,0
"411","ksm001MonitoringSite","Tap",1,9.9,9.9,9.9,NA,5,23,973,1,2,5
"412","ksm001MonitoringSite","vendor",2,0.003864,0.005152,0.00644,0.001,6,11,1050,3,1,3
"413","ksm001MonitoringSite","borehole",2,21,56,91,49.497,-4,24,1053,0,1,4
"414","ksm001MonitoringSite","river",4,77.222,83.083,91.333,5.992,-5,15,959,3,0,4
"415","ksm001MonitoringSite","Tap",4,5.9,8.875,10.133,1.993,1,8,977,1,2,2
"416","ksm001MonitoringSite","borehole",2,0.008,0.009,0.01,0.001,2,3,936,2,3,0
"417","ksm001MonitoringSite","river",4,7.625,9.058,10.833,1.392,7,8,1105,0,3,2
"418","ksm002MonitoringSite","borehole",2,0.008,0.012,0.016,0.005,6,29,1045,0,2,0
"419","ksm001MonitoringSite","river",9,7.233,9.22,11.36,1.262,3,28,1024,3,2,3
"420","ksm002MonitoringSite","borehole",12,6.9,9.15833,12.61,1.89967,-6,23,1102,1,2,2
"421","ksm001MonitoringSite","vendor",2,0.021,0.024,0.026,0.003,2,12,976,2,0,4
"422","ksm001MonitoringSite","borehole",3,50.833,67.388,91,20.992,-6,2,986,3,0,1
"423","ksm001MonitoringSite","river",2,89.25,90,90.75,1.0607,-7,2,1090,2,3,1
"424","ksm001MonitoringSite","borehole",1,0.0108,0.0108,0.0108,0,5,18,1103,2,1,4
"425","ksm001MonitoringSite","borehole",4,8.55,9.362,10.2,0.673,6,29,1087,1,1,3
"426","ksm002MonitoringSite","Tap",11,10.06,10.8218,12.69,0.817714,5,22,962,0,1,2
"427","ksm001MonitoringSite","vendor",4,0.003864,0.04508,0.140392,0.049,0,15,1074,3,0,5
"428","ksm001MonitoringSite","Tap",2,7.4667,7.9167,8.3667,0.6364,-4,23,1082,3,2,2
"429","ksm001MonitoringSite","Tap",1,10.0455,10.0455,10.0455,0,-4,25,954,2,2,5
"430","ksm001MonitoringSite","borehole",2,5.91,6.895,7.88,1.393,5,12,991,2,1,4
"431","ksm001MonitoringSite","river",2,0.014,0.017,0.021,0.004,3,22,967,3,0,0
"432","ksm001MonitoringSite","borehole",2,0.002576,0.010304,0.018032,0.008,3,21,1066,3,2,3
"433","ksm001MonitoringSite","river",3,7.6,9.25,10.783,1.594,3,28,989,0,0,5
"434","ksm001MonitoringSite","borehole",5,7.561,8.422,9.22,0.756,-7,23,1109,3,3,4
"435","ksm001MonitoringSite","Tap",6,6.8,8.356,9.8,1.278,1,28,1009,2,3,4
"436","ksm001MonitoringSite","borehole",2,0.0060536,0.0177744,0.029624,0.013,2,25,1086,1,2,5
"437","ksm001MonitoringSite","vendor",3,4.825,7.2167,9.6,2.3875,-7,18,1034,0,1,1
"438","ksm002MonitoringSite","borehole",4,9.7,10.3,10.8,NA,-1,26,922,2,0,3
"439","ksm001MonitoringSite","vendor",6,41.25,55.263,63.833,7.725,-4,1,938,3,0,2
"440","ksm001MonitoringSite","Tap",8,33.8,60.187,91.25,21.515,5,4,1057,3,1,3
"441","ksm001MonitoringSite","river",2,82.2,83.8,85.4,2.262,4,4,1015,2,1,5
"442","ksm001MonitoringSite","Tap",3,7.6,8.3889,9,0.7167,-6,13,999,1,3,2
"443","ksm001MonitoringSite","borehole",2,86.428,98.381,110.333,16.903,-7,9,1056,0,0,2
"444","ksm001MonitoringSite","vendor",2,9.092,9.78,10.469,0.973,-7,17,1032,2,0,1
"445","ksm001MonitoringSite","borehole",4,9.8,11.875,12.9,1.4245,-5,23,965,1,3,0
"446","ksm001MonitoringSite","vendor",2,0.030912,0.036064,0.042504,0.006,4,16,1055,1,3,4
"447","ksm001MonitoringSite","river",3,6.716,7.522,8.671,1.021,-7,9,993,2,2,4
"448","ksm001MonitoringSite","borehole",4,0.001,0.004,0.005,0.00197,-3,5,934,2,1,3
"449","ksm002MonitoringSite","borehole",4,8.39,10.24,12.94,1.62,-4,7,928,3,0,5
"450","ksm001MonitoringSite","vendor",1,8.15,8.15,8.15,0,-4,7,1007,3,3,2
"451","ksm001MonitoringSite","borehole",2,0.006,0.006,0.006,0,7,27,1011,3,0,5
"452","ksm001MonitoringSite","borehole",4,15,52.625,90.5,39.8839,-5,26,1084,2,1,3
"453","ksm001MonitoringSite","Tap",3,46.5,67.0833,88.75,21.1458,-4,4,1037,3,2,2
"454","ksm001MonitoringSite","vendor",2,0.008,0.008,0.008,0,7,20,1094,3,1,5
"455","ksm001MonitoringSite","river",9,0.021,0.032,0.039,0.006,5,28,1009,2,0,0
"456","ksm001MonitoringSite","vendor",1,0.014,0.014,0.014,NA,4,12,1074,2,2,0
"457","ksm001MonitoringSite","river",3,0.024,0.033,0.046,0.011,-5,8,1097,3,2,0
"458","ksm001MonitoringSite","Tap",2,4.3,6.4,8.5,2.969,1,23,905,2,1,4
"459","ksm001MonitoringSite","borehole",2,0.00644,0.00644,0.00644,0,-4,9,905,2,0,3
"460","ksm001MonitoringSite","river",2,0.001,0.002,0.003,0.001,4,19,978,1,1,3
"461","ksm001MonitoringSite","borehole",1,7.16,7.16,7.16,NA,5,5,1098,2,2,0
"462","ksm001MonitoringSite","vendor",2,0.013,0.016,0.019,0.004,4,12,1029,0,1,5
"463","ksm001MonitoringSite","borehole",2,60,64.333,68.666,6.128,2,13,1025,0,1,2
"464","ksm001MonitoringSite","Tap",7,5.45,7.018,10.15,2.031,-3,11,1081,3,3,5
"465","ksm002MonitoringSite","Tap",2,0.015456,0.01932,0.023184,0.003,4,1,1104,2,0,5
"466","ksm001MonitoringSite","vendor",1,89,89,89,0,6,23,1109,2,2,1
"467","ksm001MonitoringSite","vendor",2,7.225,8.65,10.075,2.015,-5,23,961,1,1,3
"468","ksm001MonitoringSite","vendor",2,8.29,9.295,10.3,1.421,2,16,1088,2,3,1
"469","ksm001MonitoringSite","Tap",2,79.25,79.875,80.5,0.883,7,20,919,3,3,3
"470","ksm001MonitoringSite","river",5,0.026,0.036,0.048,0.00929,-3,21,967,2,1,2
"471","ksm001MonitoringSite","river",5,0.019,0.025,0.029,0.004,-3,29,1074,0,3,4
"472","ksm001MonitoringSite","river",3,16,44.833,100,47.792,7,27,1105,2,0,3
"473","ksm002MonitoringSite","Tap",3,0.007728,0.361928,1.06904,0.475,-7,17,1044,0,0,5
"474","ksm001MonitoringSite","Tap",1,0.4323816,0.4323816,0.4323816,NA,-2,1,974,2,1,2
"475","ksm001MonitoringSite","Tap",1,9.2444,9.2444,9.2444,0,1,6,1009,0,2,0
"476","ksm001MonitoringSite","borehole",4,4.055,8.3262,10.45,2.8948,-7,7,1034,3,1,0
"477","ksm001MonitoringSite","river",14,45,87.0714,110,16.3305,-4,3,918,2,2,4
"478","ksm001MonitoringSite","river",5,0.014,0.018,0.023,0.003,-3,5,1094,3,2,2
"479","ksm001MonitoringSite","river",1,85,85,85,0,1,8,1081,2,3,0
"480","ksm001MonitoringSite","river",3,57.833,65.611,74.5,8.388,-7,7,907,1,0,5
"481","ksm001MonitoringSite","Tap",12,12.1,29.056,52.25,11.022,-2,9,955,3,0,5
"482","ksm001MonitoringSite","vendor",1,6.933,6.933,6.933,NA,7,27,915,3,0,1
"483","ksm001MonitoringSite","vendor",2,0.016744,0.018032,0.020608,0.002,-3,6,1083,3,3,1
"484","ksm001MonitoringSite","river",2,58,69,80,15.556,-4,3,997,2,1,2
"485","ksm001MonitoringSite","borehole",2,4.25,5.425,6.6,1.661,-1,23,1075,3,0,5
"486","ksm001MonitoringSite","borehole",2,0.00644,0.009016,0.011592,0.00247,4,15,984,2,3,3
"487","ksm001MonitoringSite","Tap",2,77.363,78.545,79.727,1.671,1,4,989,0,1,3
"488","ksm001MonitoringSite","Tap",2,0.0105,0.012,0.0135,0.0021,-7,15,978,3,0,1
"489","ksm001MonitoringSite","Tap",1,0.0087,0.0087,0.0087,NA,-1,25,1033,1,1,1
"490","ksm001MonitoringSite","river",2,65,68.1,71.2,4.384,5,20,1020,2,3,0
"491","ksm001MonitoringSite","Tap",2,8.66,9.2,9.74,0.763,-3,26,991,1,3,0
"492","ksm001MonitoringSite","river",2,0.007,0.007,0.007,0,-3,8,968,1,3,3
"493","ksm001MonitoringSite","vendor",5,0.002576,0.039928,0.144256,0.045,2,27,1011,0,2,1
"494","ksm001MonitoringSite","vendor",4,0.002576,0.0397992,0.092736,0.034,-3,3,956,0,0,4
"495","ksm001MonitoringSite","Tap",2,0.014168,0.181608,0.350336,0.184,-4,24,909,2,2,4
"496","ksm001MonitoringSite","Tap",2,8.6583,10.6792,12.7,2.8579,-1,22,918,1,1,4
"497","ksm001MonitoringSite","river",2,8.1,8.35,8.6,0.354,5,1,951,3,0,2
"498","ksm001MonitoringSite","vendor",1,0.015456,0.015456,0.015456,NA,-7,14,994,3,0,5
"499","ksm001MonitoringSite","river",2,85.909,90.863,95.818,7.006,5,27,971,0,3,3
"500","ksm001MonitoringSite","river",2,0.005152,0.007728,0.011592,0.003,4,13,944,0,1,3
"501","ksm001MonitoringSite","river",4,2.7,6.475,8.65,2.608,3,5,1062,3,3,2
"502","ksm001MonitoringSite","vendor",5,4.675,6.855,8.375,1.405,2,1,1028,1,2,4
"503","ksm001MonitoringSite","vendor",10,0.007728,0.046368,0.087584,0.019,6,13,1079,1,0,5
"504","ksm001MonitoringSite","borehole",2,58.166,63.083,68,6.953,3,14,976,2,1,1
"505","ksm001MonitoringSite","vendor",6,4.45,6.944,8.92,1.547,7,1,1004,0,2,0
"506","ksm001MonitoringSite","vendor",10,14.333,55.266,106.666,32.799,5,14,1006,2,1,2
"507","ksm001MonitoringSite","river",2,73.5,80.25,87,9.5459,3,6,911,1,1,4
"508","ksm002MonitoringSite","Tap",2,0.005,0.006,0.007,0.001,-1,16,1072,2,2,0
"509","ksm001MonitoringSite","vendor",2,8.853,10.073,11.292,1.724,-2,10,947,2,0,2
"510","ksm001MonitoringSite","Tap",2,9.875,10.633,11.391,1.072,-1,24,930,3,3,5
"511","ksm001MonitoringSite","Tap",2,83.5,84.266,85.033,1.084,4,19,972,1,0,3
"512","ksm002MonitoringSite","vendor",3,6,67.666,103,53.594,4,15,975,1,3,3
"513","ksm001MonitoringSite","Tap",3,0.048,0.05,0.052,0.002,-2,16,1049,0,1,4
"514","ksm001MonitoringSite","Tap",2,61.875,65.812,69.75,5.568,0,21,1017,2,0,4
"515","ksm001MonitoringSite","vendor",4,0.004,0.004,0.005,0,3,18,982,2,0,1
"516","ksm001MonitoringSite","vendor",2,28.666,47.333,66,26.398,7,21,930,2,3,2
"517","ksm001MonitoringSite","river",1,6.13,6.13,6.13,0,3,5,982,1,2,0
"518","ksm001MonitoringSite","vendor",2,0.018032,0.024472,0.030912,0.00742,0,26,1043,0,0,2
"519","ksm001MonitoringSite","vendor",7,1.666,50,74.666,26.19,-5,30,910,0,3,0
"520","ksm001MonitoringSite","Tap",4,56,67,80,12.3018,-7,13,952,3,2,0
"521","ksm001MonitoringSite","river",17,0.001288,0.011592,0.043792,0.01,4,15,1092,0,1,3
"522","ksm001MonitoringSite","river",4,38.5,55.25,70,12.926,-1,30,1108,3,0,1
"523","ksm001MonitoringSite","borehole",2,49.666,70.833,92,29.934,-2,16,1109,2,2,1
"524","ksm001MonitoringSite","borehole",2,8.042,9.478,10.914,2.03,-7,7,999,2,0,5
"525","ksm001MonitoringSite","Tap",2,8.23,8.31,8.391,0.114,4,23,1067,0,1,1
"526","ksm001MonitoringSite","borehole",2,5.62,5.69,5.76,0.099,-3,2,1085,3,0,0
"527","ksm001MonitoringSite","borehole",2,0.027,0.032,0.037,0.007,-4,1,925,0,2,4
"528","ksm001MonitoringSite","borehole",4,43.666,75.5,91.666,22.472,-2,16,945,2,3,3
"529","ksm001MonitoringSite","vendor",8,0.25,7.116,9.866,2.986,1,16,986,0,1,4
"530","ksm001MonitoringSite","vendor",5,77.545,87.82,100.666,10.967,7,3,974,0,3,1
"531","ksm001MonitoringSite","river",2,76.4,77.5,78.6,1.555,7,12,1048,1,3,3
"532","ksm001MonitoringSite","borehole",2,7.566,8.383,9.2,1.154,4,22,1018,0,2,4
"533","ksm001MonitoringSite","borehole",2,0.005152,0.00644,0.007728,0.001,-6,3,1060,3,3,3
"534","ksm001MonitoringSite","vendor",1,53.6,53.6,53.6,NA,5,8,983,0,3,3
"535","ksm001MonitoringSite","vendor",2,7.4429,8.5929,9.7429,1.6263,4,27,986,1,3,4
"536","ksm001MonitoringSite","borehole",3,0.01,0.011,0.013,0.001,-2,5,989,2,1,0
"537","ksm001MonitoringSite","river",3,0.006,0.0079,0.01,0.002,7,11,1053,3,1,5
"538","ksm001MonitoringSite","vendor",3,0.0097,0.0109,0.0117,0.0011,7,25,1051,1,2,3
"539","ksm001MonitoringSite","Tap",6,0.002,0.003,0.004,0.00087,0,13,969,3,1,1
"540","ksm001MonitoringSite","Tap",2,0.005152,0.010304,0.016744,0.006,0,4,1085,3,3,0
"541","ksm001MonitoringSite","borehole",2,57,58.6,60.2,2.262,3,10,1021,2,0,3
"542","ksm001MonitoringSite","Tap",9,4.833,33.444,77.333,26.322,-2,10,1002,1,0,1
"543","ksm001MonitoringSite","river",2,0.01932,0.195776,0.372232,0.193,2,9,1031,1,1,3
"544","ksm001MonitoringSite","borehole",3,0.053,0.062,0.07,0.008,-7,12,946,2,1,1
"545","ksm001MonitoringSite","river",2,0.02,0.023,0.026,0.004,4,5,927,0,0,5
"546","ksm001MonitoringSite","vendor",3,7.76,8.4495,9.36,0.8226,-3,17,899,1,0,3
"547","ksm001MonitoringSite","Tap",4,0.005152,0.014168,0.0322,0.01,1,17,963,1,3,3
"548","ksm001MonitoringSite","river",2,75.714,78.357,81,3.737,0,30,1017,3,0,0
"549","ksm001MonitoringSite","Tap",2,66,66.666,67.333,0.942,-5,15,1076,0,1,0
"550","ksm001MonitoringSite","vendor",4,0.012,0.015,0.018,0.002,3,6,1030,2,2,0
"551","ksm001MonitoringSite","Tap",1,8.76,8.76,8.76,NA,-4,22,912,1,1,2
"552","ksm001MonitoringSite","borehole",2,4.34,6.59,8.84,3.182,3,2,1010,1,1,2
"553","ksm001MonitoringSite","borehole",4,25.875,50.177,86,25.446,-2,12,905,0,2,0
"554","ksm001MonitoringSite","river",12,86,90,100,3.9543,-6,20,903,2,1,1
"555","ksm001MonitoringSite","borehole",9,7.671,9.234,11.2,1.07,4,26,1103,1,0,3
"556","ksm001MonitoringSite","vendor",2,36.8,45.1,53.4,11.738,-2,6,1040,2,1,5
"557","ksm001MonitoringSite","Tap",2,85,87,89,2.8284,-3,1,1096,2,0,3
"558","ksm001MonitoringSite","borehole",2,3.6,4.35,5.1,1.06066017177982,-7,6,999,0,2,3
